invoice_no,customer_id,gender,age,category,price,payment_method,invoice_date,shopping_mall,Clothing,Shoes,Books,Cosmetics,Food & Beverage,Toys,Souvenir,Technology
I210070,C282678,Female,69,Toys,25,Credit Card,10/12/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I108083,C186129,Female,30,Clothing,30,Credit Card,7/7/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I260439,C318007,Female,50,Books,15,Cash,4/11/2022,Metrocity,0,0,0,0,0,0,0,0
I395976,C252848,Female,49,Clothing,30,Cash,8/2/2022,Kanyon,1,0,0,0,0,0,0,0
I322773,C141612,Female,56,Clothing,30,Credit Card,17/10/2021,Metrocity,1,0,0,0,0,0,0,0
I406748,C124239,Male,57,Clothing,30,Credit Card,25/10/2021,Metrocity,1,0,0,0,0,0,0,0
I198933,C219684,Male,60,Technology,50,Credit Card,28/05/2021,Istinye Park,0,0,0,0,0,0,0,1
I492378,C748665,Female,46,Shoes,60,Credit Card,5/12/2021,Metropol AVM,0,1,1,0,0,0,0,0
I273156,C233134,Female,47,Cosmetics,35,Credit Card,8/11/2022,Kanyon,0,0,0,1,0,0,0,0
I220388,C206542,Female,20,Technology,50,Cash,5/11/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I338987,C880467,Male,61,Shoes,60,Credit Card,27/04/2021,Cevahir AVM,0,1,0,0,0,0,0,0
I274795,C314543,Male,29,Shoes,60,Credit Card,8/3/2023,Metropol AVM,0,1,0,0,1,0,0,0
I147688,C241606,Female,56,Food & Beverage,20,Cash,11/1/2022,Kanyon,0,0,0,0,0,0,0,0
I599893,C496957,Male,48,Shoes,60,Credit Card,30/01/2023,Viaport Outlet,0,1,0,0,0,0,0,0
I264838,C254216,Female,60,Souvenir,27,Cash,15/09/2022,Metropol AVM,0,0,0,0,1,0,1,0
I198746,C538826,Female,54,Food & Beverage,20,Debit Card,7/12/2021,Mall of Istanbul,0,0,0,0,0,0,0,0
I217191,C894974,Female,30,Clothing,30,Debit Card,28/02/2021,Istinye Park,1,0,0,0,0,0,0,0
I172641,C144219,Female,37,Toys,25,Cash,11/9/2022,Metrocity,0,0,0,0,0,1,0,0
I260183,C333665,Male,22,Clothing,30,Credit Card,26/10/2022,Zorlu Center,1,0,0,0,0,0,0,0
I280133,C145966,Male,36,Clothing,30,Cash,7/6/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I185216,C328858,Female,60,Clothing,30,Cash,26/03/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I273366,C163870,Male,35,Clothing,30,Credit Card,29/07/2022,Kanyon,1,0,0,0,0,0,0,0
I680142,C191874,Female,32,Souvenir,27,Cash,24/04/2021,Kanyon,0,0,0,0,0,0,1,0
I235763,C210142,Female,48,Clothing,30,Credit Card,10/3/2022,Kanyon,1,0,0,0,0,0,0,0
I193882,C186181,Female,38,Toys,25,Debit Card,22/03/2021,Metrocity,0,0,0,0,0,1,0,0
I126377,C940099,Male,27,Cosmetics,35,Credit Card,5/4/2021,Metrocity,0,0,0,1,0,0,0,0
I205408,C127631,Female,29,Clothing,30,Credit Card,16/08/2022,Kanyon,1,0,0,0,0,0,0,0
I266781,C226901,Male,52,Toys,25,Cash,25/01/2023,Istinye Park,0,0,0,0,0,1,0,0
I166220,C184477,Female,68,Cosmetics,35,Credit Card,26/12/2022,Viaport Outlet,0,0,0,1,0,0,0,0
I351200,C186966,Female,49,Clothing,30,Debit Card,23/10/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I665541,C698118,Female,30,Shoes,60,Credit Card,26/01/2021,Metrocity,0,1,0,0,0,0,0,0
I724118,C173197,Female,67,Books,15,Cash,1/3/2022,Cevahir AVM,0,0,0,0,0,0,0,0
I151977,C137049,Female,68,Toys,25,Credit Card,7/2/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I455730,C258152,Male,66,Cosmetics,35,Debit Card,30/11/2021,Mall of Istanbul,0,0,0,1,1,0,0,0
I269524,C330208,Female,60,Food & Beverage,20,Cash,17/02/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I277655,C107827,Male,63,Clothing,30,Credit Card,30/01/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I232062,C525444,Female,36,Clothing,30,Credit Card,22/01/2023,Zorlu Center,1,0,1,0,0,0,0,0
I275218,C251546,Female,57,Cosmetics,35,Debit Card,24/07/2021,Viaport Outlet,0,0,0,1,0,0,0,0
I291610,C196959,Male,32,Souvenir,27,Debit Card,22/02/2021,Mall of Istanbul,0,0,0,0,0,0,1,0
I110328,C148584,Female,27,Toys,25,Debit Card,30/12/2022,Forum Istanbul,0,0,0,0,0,1,0,0
I106120,C181123,Female,61,Toys,25,Debit Card,11/4/2021,Metrocity,0,0,0,0,1,1,0,0
I260295,C323715,Male,53,Food & Beverage,20,Credit Card,21/02/2023,Istinye Park,0,0,0,0,1,0,0,0
I275256,C244649,Male,53,Food & Beverage,20,Cash,30/10/2021,Viaport Outlet,0,0,0,0,1,0,0,0
I243617,C102127,Female,33,Food & Beverage,20,Cash,3/12/2022,Istinye Park,0,0,0,0,0,0,0,0
I401939,C112756,Female,67,Clothing,30,Debit Card,7/1/2021,Istinye Park,1,0,0,0,0,0,0,0
I178874,C520827,Female,34,Toys,25,Debit Card,27/09/2021,Kanyon,0,0,0,0,0,1,0,0
I260871,C333346,Male,66,Technology,50,Credit Card,18/05/2022,Metropol AVM,0,0,0,0,0,0,0,1
I121196,C692417,Female,48,Souvenir,27,Credit Card,4/10/2022,Metrocity,0,0,0,0,0,0,1,0
I192278,C256308,Female,69,Shoes,60,Cash,27/05/2021,Mall of Istanbul,0,1,0,0,1,0,0,0
I225017,C115262,Female,48,Food & Beverage,20,Cash,10/8/2021,Istinye Park,0,0,0,0,0,0,0,0
I195905,C330332,Male,58,Clothing,30,Credit Card,10/5/2021,Zorlu Center,1,0,0,0,0,0,0,0
I463814,C269884,Male,54,Clothing,30,Cash,11/6/2022,Kanyon,1,0,0,0,0,0,0,0
I204700,C320681,Male,46,Toys,25,Cash,4/11/2021,Metropol AVM,0,0,0,0,0,1,0,0
I265444,C199576,Female,64,Cosmetics,35,Cash,1/6/2021,Kanyon,0,0,0,1,0,0,0,0
I265466,C299321,Female,28,Cosmetics,35,Debit Card,2/12/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I302795,C237043,Male,35,Clothing,30,Credit Card,15/03/2022,Kanyon,1,0,0,0,0,0,0,0
I134632,C311621,Male,47,Shoes,60,Debit Card,14/06/2021,Metrocity,0,1,0,0,0,0,0,0
I186508,C137747,Female,50,Shoes,60,Cash,29/04/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I329454,C231121,Male,60,Souvenir,27,Debit Card,14/04/2022,Metropol AVM,0,0,0,0,0,0,1,0
I171114,C231061,Female,39,Clothing,30,Credit Card,2/3/2022,Emaar Square Mall,1,0,0,0,0,0,0,0
I478239,C216402,Female,28,Toys,25,Debit Card,23/02/2023,Emaar Square Mall,0,0,0,0,0,1,0,0
I795476,C103541,Female,55,Shoes,60,Credit Card,10/6/2022,Kanyon,0,1,0,0,1,0,0,0
I852985,C182753,Female,47,Food & Beverage,20,Debit Card,19/04/2021,Metropol AVM,0,0,0,0,0,0,0,0
I255433,C208698,Male,54,Books,15,Credit Card,21/04/2022,Kanyon,0,0,0,0,0,0,0,0
I953834,C136725,Female,26,Clothing,30,Cash,7/10/2022,Cevahir AVM,1,0,0,0,0,0,0,0
I195320,C110370,Male,49,Books,15,Debit Card,11/5/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I294064,C157231,Female,64,Cosmetics,35,Credit Card,4/3/2023,Mall of Istanbul,0,0,0,1,0,0,0,0
I232704,C242808,Female,26,Cosmetics,35,Cash,1/5/2022,Kanyon,0,0,0,1,0,0,0,0
I262125,C196993,Male,26,Toys,25,Debit Card,13/04/2022,Mall of Istanbul,0,0,1,0,0,1,0,0
I181742,C244955,Female,64,Toys,25,Cash,17/02/2021,Mall of Istanbul,0,0,0,0,0,1,0,0
I330371,C743650,Male,56,Cosmetics,35,Cash,8/6/2022,Kanyon,0,0,1,1,0,0,0,0
I182761,C144790,Female,39,Clothing,30,Cash,18/12/2021,Istinye Park,1,0,0,0,0,0,0,0
I737451,C986133,Female,37,Cosmetics,35,Cash,18/09/2022,Istinye Park,0,0,0,1,0,0,0,0
I187881,C228567,Female,29,Technology,50,Cash,8/3/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I158989,C644501,Female,45,Cosmetics,35,Cash,22/01/2023,Mall of Istanbul,0,0,0,1,1,0,0,0
I114287,C217997,Female,31,Food & Beverage,20,Cash,12/5/2021,Cevahir AVM,0,0,0,0,1,0,0,0
I105807,C228321,Female,53,Food & Beverage,20,Cash,3/9/2021,Metrocity,0,0,0,0,0,0,0,0
I252397,C972398,Female,60,Cosmetics,35,Credit Card,2/9/2022,Metropol AVM,0,0,0,1,0,0,0,0
I238290,C214448,Male,35,Clothing,30,Credit Card,27/06/2021,Metrocity,1,0,0,0,0,0,0,0
I256981,C237147,Male,65,Souvenir,27,Credit Card,22/05/2022,Viaport Outlet,0,0,0,0,0,0,1,0
I325373,C902343,Female,26,Cosmetics,35,Credit Card,12/6/2021,Viaport Outlet,0,0,0,1,1,0,0,0
I327863,C374580,Female,67,Food & Beverage,20,Cash,31/10/2021,Metrocity,0,0,0,0,0,0,0,0
I688566,C660581,Female,54,Souvenir,27,Cash,23/03/2021,Zorlu Center,0,0,0,0,0,0,1,0
I162399,C134704,Female,19,Technology,50,Cash,8/8/2022,Zorlu Center,0,0,0,0,0,0,0,1
I258266,C615661,Male,35,Clothing,30,Credit Card,11/6/2021,Zorlu Center,1,0,0,0,0,0,0,0
I203735,C301925,Female,52,Cosmetics,35,Debit Card,24/05/2022,Emaar Square Mall,0,0,0,1,0,0,0,0
I999141,C233544,Female,41,Clothing,30,Debit Card,9/4/2021,Viaport Outlet,1,0,0,0,0,0,0,0
I921064,C633767,Female,28,Toys,25,Cash,23/12/2022,Metrocity,0,0,0,0,0,1,0,0
I163738,C303029,Male,43,Clothing,30,Credit Card,8/7/2021,Cevahir AVM,1,0,0,0,0,0,0,0
I562073,C120200,Female,60,Clothing,30,Cash,7/12/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I177577,C333145,Male,36,Toys,25,Credit Card,1/7/2022,Metropol AVM,0,0,0,0,0,1,0,0
I109901,C812062,Female,46,Shoes,60,Debit Card,6/12/2021,Istinye Park,0,1,0,0,0,0,0,0
I191945,C107112,Female,42,Cosmetics,35,Cash,18/04/2021,Cevahir AVM,0,0,0,1,0,0,0,0
I180528,C257547,Female,38,Toys,25,Credit Card,4/7/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I188190,C566721,Female,24,Souvenir,27,Cash,12/11/2022,Mall of Istanbul,0,0,0,0,0,0,1,0
I153391,C339188,Female,18,Souvenir,27,Debit Card,15/01/2021,Metrocity,0,0,0,0,0,0,1,0
I249926,C194794,Male,30,Shoes,60,Cash,20/08/2021,Kanyon,0,1,0,0,0,0,0,0
I680241,C118461,Male,30,Shoes,60,Credit Card,30/06/2021,Metrocity,0,1,0,0,0,0,0,0
I549888,C304169,Male,22,Clothing,30,Credit Card,25/11/2021,Viaport Outlet,1,0,0,0,1,0,0,0
I277227,C274035,Female,67,Food & Beverage,20,Debit Card,25/02/2021,Metropol AVM,0,0,0,0,0,0,0,0
I827306,C271752,Female,22,Clothing,30,Cash,16/12/2021,Kanyon,1,0,0,0,0,0,0,0
I246515,C103331,Female,23,Clothing,30,Debit Card,2/2/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I189399,C906919,Female,59,Clothing,30,Credit Card,4/10/2022,Kanyon,1,0,0,0,0,0,0,0
I250203,C226800,Female,65,Technology,50,Credit Card,17/01/2023,Mall of Istanbul,0,0,0,0,0,0,0,1
I207734,C198948,Male,62,Books,15,Debit Card,20/07/2021,Cevahir AVM,0,0,0,0,0,0,0,0
I104160,C120670,Female,58,Clothing,30,Cash,16/01/2023,Mall of Istanbul,1,0,0,0,0,0,0,0
I750875,C125609,Female,46,Clothing,30,Cash,5/7/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I150787,C268598,Male,41,Cosmetics,35,Cash,15/02/2022,Mall of Istanbul,0,0,0,1,1,0,0,0
I192025,C754365,Female,44,Food & Beverage,20,Cash,27/03/2021,Metrocity,0,0,0,0,0,0,0,0
I147543,C796861,Male,62,Souvenir,27,Cash,10/12/2021,Istinye Park,0,0,1,0,0,0,1,0
I150897,C289704,Female,26,Toys,25,Debit Card,12/7/2022,Emaar Square Mall,0,0,0,0,0,1,0,0
I620781,C807243,Female,26,Clothing,30,Cash,25/11/2022,Metropol AVM,1,0,0,0,0,0,0,0
I617738,C264632,Female,62,Technology,50,Cash,28/10/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I102075,C127805,Female,61,Cosmetics,35,Cash,30/07/2021,Metrocity,0,0,0,1,0,0,0,0
I337634,C663736,Male,64,Technology,50,Cash,23/05/2022,Mall of Istanbul,0,0,0,0,0,0,0,1
I214783,C217803,Female,68,Technology,50,Cash,23/06/2021,Istinye Park,0,0,0,0,1,0,0,1
I222687,C286208,Female,52,Food & Beverage,20,Credit Card,18/02/2021,Metropol AVM,0,0,0,0,0,0,0,0
I587311,C141904,Male,34,Clothing,30,Debit Card,9/11/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I254588,C149618,Female,44,Toys,25,Debit Card,25/02/2022,Metrocity,0,0,0,0,0,1,0,0
I113173,C318733,Female,69,Cosmetics,35,Cash,30/09/2021,Metrocity,0,0,0,1,0,0,0,0
I251930,C310336,Female,28,Shoes,60,Credit Card,31/12/2021,Mall of Istanbul,0,1,0,0,0,0,0,0
I271727,C206315,Male,63,Cosmetics,35,Credit Card,23/12/2022,Kanyon,0,0,0,1,1,0,0,0
I102879,C380202,Female,26,Food & Beverage,20,Debit Card,3/9/2022,Cevahir AVM,0,0,0,0,0,0,0,0
I630114,C136758,Male,56,Clothing,30,Credit Card,26/09/2022,Kanyon,1,0,0,0,0,0,0,0
I288329,C809681,Male,54,Cosmetics,35,Credit Card,19/10/2021,Zorlu Center,0,0,0,1,0,0,0,0
I119466,C220908,Female,24,Toys,25,Debit Card,16/01/2022,Metrocity,0,0,0,0,0,1,0,0
I317983,C756940,Female,18,Cosmetics,35,Cash,5/8/2022,Metrocity,0,0,0,1,0,0,0,0
I332021,C312680,Male,55,Clothing,30,Credit Card,12/6/2021,Kanyon,1,0,0,0,0,0,0,0
I156332,C259027,Male,19,Clothing,30,Debit Card,25/08/2022,Metrocity,1,0,0,0,0,0,0,0
I415397,C279345,Male,32,Clothing,30,Credit Card,17/08/2022,Istinye Park,1,0,0,0,0,0,0,0
I109938,C407728,Female,67,Shoes,60,Cash,1/4/2022,Metropol AVM,0,1,0,0,0,0,0,0
I108380,C294039,Female,47,Shoes,60,Cash,17/11/2022,Mall of Istanbul,0,1,0,0,0,0,0,0
I787252,C253498,Male,40,Clothing,30,Debit Card,22/06/2022,Metrocity,1,0,0,0,0,0,0,0
I289828,C204897,Female,36,Clothing,30,Cash,17/05/2021,Metrocity,1,0,0,0,0,0,0,0
I136586,C134546,Female,38,Clothing,30,Debit Card,16/04/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I262142,C204706,Female,37,Clothing,30,Credit Card,20/11/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I194094,C214899,Male,21,Books,15,Cash,3/12/2021,Emaar Square Mall,0,0,0,0,0,0,0,0
I316429,C200364,Female,57,Clothing,30,Debit Card,26/02/2022,Kanyon,1,0,0,0,0,0,0,0
I136751,C174682,Female,38,Clothing,30,Credit Card,4/12/2021,Zorlu Center,1,0,0,0,1,0,0,0
I881027,C207871,Male,69,Food & Beverage,20,Debit Card,23/12/2022,Istinye Park,0,0,0,0,0,0,0,0
I125739,C197212,Male,62,Cosmetics,35,Credit Card,23/05/2021,Metrocity,0,0,0,1,0,0,0,0
I193038,C319100,Female,20,Cosmetics,35,Cash,30/03/2021,Istinye Park,0,0,1,1,0,0,0,0
I320496,C472457,Male,39,Clothing,30,Credit Card,13/01/2023,Forum Istanbul,1,0,0,0,0,0,0,0
I453737,C245565,Female,27,Clothing,30,Credit Card,3/3/2022,Istinye Park,1,0,0,0,0,0,0,0
I757911,C318049,Male,37,Toys,25,Cash,20/05/2021,Cevahir AVM,0,0,0,0,1,1,0,0
I323948,C137694,Male,53,Food & Beverage,20,Cash,16/02/2023,Kanyon,0,0,0,0,0,0,0,0
I112259,C175200,Male,43,Cosmetics,35,Credit Card,12/7/2021,Forum Istanbul,0,0,0,1,0,0,0,0
I118678,C185467,Male,28,Toys,25,Cash,9/1/2022,Mall of Istanbul,0,0,0,0,0,1,0,0
I283249,C322136,Male,29,Clothing,30,Credit Card,16/06/2022,Kanyon,1,0,0,0,0,0,0,0
I187189,C683273,Male,40,Clothing,30,Credit Card,24/01/2022,Istinye Park,1,0,0,0,0,0,0,0
I257616,C269638,Female,58,Clothing,30,Debit Card,12/10/2022,Kanyon,1,0,0,0,0,0,0,0
I332867,C244768,Female,66,Books,15,Cash,30/07/2022,Metropol AVM,0,0,0,0,0,0,0,0
I177031,C627558,Female,49,Cosmetics,35,Cash,16/11/2022,Forum Istanbul,0,0,0,1,0,0,0,0
I151701,C920596,Male,49,Clothing,30,Debit Card,31/03/2022,Metropol AVM,1,0,0,0,0,0,0,0
I288674,C833483,Male,60,Technology,50,Credit Card,12/3/2022,Kanyon,0,0,0,0,0,0,0,1
I199817,C369733,Male,57,Books,15,Debit Card,24/10/2022,Mall of Istanbul,0,0,0,0,0,0,0,0
I246003,C154604,Male,46,Clothing,30,Debit Card,1/8/2021,Metrocity,1,0,1,0,0,0,0,0
I210025,C335161,Female,63,Clothing,30,Debit Card,31/10/2021,Metropol AVM,1,0,0,0,1,0,0,0
I297592,C162309,Male,48,Food & Beverage,20,Debit Card,15/08/2021,Forum Istanbul,0,0,0,0,0,0,0,0
I453056,C569118,Female,57,Clothing,30,Debit Card,3/4/2022,Kanyon,1,0,0,0,0,0,0,0
I117593,C131579,Female,40,Clothing,30,Credit Card,4/5/2022,Metrocity,1,0,1,0,0,0,0,0
I270491,C266349,Female,33,Cosmetics,35,Cash,16/04/2021,Zorlu Center,0,0,0,1,0,0,0,0
I439007,C152077,Male,46,Cosmetics,35,Credit Card,10/7/2021,Metropol AVM,0,0,0,1,0,0,0,0
I759716,C179184,Female,43,Cosmetics,35,Cash,25/04/2021,Metrocity,0,0,0,1,0,0,0,0
I322854,C289504,Male,45,Clothing,30,Cash,9/12/2022,Istinye Park,1,0,0,0,0,0,0,0
I314442,C851697,Female,39,Books,15,Credit Card,4/1/2023,Metropol AVM,0,0,0,0,0,0,0,0
I323790,C212937,Female,58,Shoes,60,Credit Card,16/10/2021,Zorlu Center,0,1,0,0,0,0,0,0
I298309,C105391,Male,28,Toys,25,Cash,22/01/2022,Istinye Park,0,0,0,0,0,1,0,0
I214481,C102366,Male,56,Shoes,60,Credit Card,30/08/2022,Istinye Park,0,1,0,0,0,0,0,0
I315324,C228858,Female,61,Clothing,30,Credit Card,2/3/2022,Forum Istanbul,1,0,0,0,1,0,0,0
I295488,C137760,Male,32,Food & Beverage,20,Credit Card,12/11/2022,Zorlu Center,0,0,1,0,0,0,0,0
I277787,C332750,Male,58,Clothing,30,Credit Card,19/03/2021,Emaar Square Mall,1,0,0,0,0,0,0,0
I195631,C219593,Female,61,Souvenir,27,Debit Card,11/7/2021,Mall of Istanbul,0,0,0,0,1,0,1,0
I336794,C193274,Female,22,Food & Beverage,20,Cash,2/8/2022,Emaar Square Mall,0,0,0,0,1,0,0,0
I233231,C250609,Female,64,Food & Beverage,20,Cash,3/2/2022,Istinye Park,0,0,0,0,0,0,0,0
I271914,C220564,Male,35,Shoes,60,Debit Card,4/11/2022,Kanyon,0,1,0,0,0,0,0,0
I132664,C451148,Female,19,Toys,25,Cash,18/07/2022,Kanyon,0,0,0,0,0,1,0,0
I547257,C333203,Male,66,Clothing,30,Cash,30/01/2021,Kanyon,1,0,0,0,0,0,0,0
I338169,C194393,Male,60,Books,15,Credit Card,10/8/2021,Viaport Outlet,0,0,0,0,0,0,0,0
I234807,C148324,Female,27,Clothing,30,Debit Card,27/10/2022,Kanyon,1,0,0,0,0,0,0,0
I288981,C205857,Female,32,Cosmetics,35,Cash,15/04/2022,Metropol AVM,0,0,0,1,0,0,0,0
I279029,C148354,Female,42,Souvenir,27,Credit Card,18/03/2022,Metropol AVM,0,0,0,0,0,0,1,0
I847530,C279055,Male,58,Cosmetics,35,Debit Card,18/10/2021,Metrocity,0,0,0,1,0,0,0,0
I195270,C317188,Male,66,Souvenir,27,Credit Card,9/1/2021,Kanyon,0,0,1,0,1,0,1,0
I229717,C175236,Female,54,Food & Beverage,20,Cash,20/06/2021,Mall of Istanbul,0,0,0,0,1,0,0,0
I262083,C152875,Male,30,Food & Beverage,20,Cash,10/4/2021,Cevahir AVM,0,0,0,0,0,0,0,0
I318556,C177936,Male,64,Clothing,30,Cash,19/07/2022,Istinye Park,1,0,0,0,0,0,0,0
I105218,C484664,Female,28,Souvenir,27,Cash,20/02/2022,Metrocity,0,0,0,0,0,0,1,0
I129344,C334649,Female,30,Clothing,30,Cash,21/09/2022,Mall of Istanbul,1,0,0,0,0,0,0,0
I507491,C218800,Female,49,Technology,50,Cash,27/09/2021,Kanyon,0,0,0,0,0,0,0,1
I966297,C121541,Female,23,Clothing,30,Debit Card,15/09/2021,Kanyon,1,0,0,0,1,0,0,0
I310552,C531490,Female,22,Food & Beverage,20,Cash,15/02/2022,Kanyon,0,0,0,0,0,0,0,0
I187771,C220461,Female,58,Cosmetics,35,Debit Card,8/9/2022,Metrocity,0,0,0,1,0,0,0,0
I281054,C110755,Female,22,Books,15,Cash,2/9/2022,Kanyon,0,0,0,0,0,0,0,0
I283927,C746572,Female,20,Cosmetics,35,Debit Card,30/10/2022,Istinye Park,0,0,0,1,0,0,0,0
I320851,C151866,Female,34,Clothing,30,Debit Card,3/5/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I128645,C243702,Female,56,Clothing,30,Debit Card,27/02/2022,Istinye Park,1,0,0,0,0,0,0,0
I860599,C325460,Male,46,Clothing,30,Credit Card,12/4/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I219513,C494925,Male,45,Clothing,30,Credit Card,24/03/2021,Istinye Park,1,0,1,0,0,0,0,0
I160545,C316812,Male,43,Toys,25,Credit Card,28/11/2022,Kanyon,0,0,0,0,0,1,0,0
I241813,C259650,Male,54,Clothing,30,Cash,4/2/2023,Istinye Park,1,0,0,0,0,0,0,0
I199956,C270597,Female,45,Cosmetics,35,Credit Card,1/4/2021,Istinye Park,0,0,0,1,0,0,0,0
I826044,C336073,Female,44,Toys,25,Cash,14/07/2021,Metropol AVM,0,0,0,0,0,1,0,0
I280091,C277636,Female,18,Souvenir,27,Cash,1/3/2023,Metrocity,0,0,0,0,0,0,1,0
I469098,C272944,Male,65,Shoes,60,Debit Card,24/10/2022,Metropol AVM,0,1,0,0,0,0,0,0
I584641,C198772,Female,59,Clothing,30,Cash,6/12/2022,Forum Istanbul,1,0,0,0,1,0,0,0
I504058,C320331,Female,32,Food & Beverage,20,Cash,30/07/2021,Kanyon,0,0,0,0,0,0,0,0
I106639,C320849,Female,36,Shoes,60,Cash,17/08/2021,Kanyon,0,1,0,0,0,0,0,0
I604957,C103395,Female,19,Clothing,30,Cash,30/11/2022,Istinye Park,1,0,0,0,0,0,0,0
I187370,C339350,Female,29,Books,15,Credit Card,10/3/2022,Metrocity,0,0,0,0,0,0,0,0
I752673,C885441,Male,38,Technology,50,Credit Card,5/12/2022,Kanyon,0,0,0,0,0,0,0,1
I141877,C110372,Male,34,Clothing,30,Debit Card,18/11/2022,Metropol AVM,1,0,0,0,0,0,0,0
I712241,C136012,Male,69,Technology,50,Credit Card,31/12/2022,Metropol AVM,0,0,0,0,0,0,0,1
I143573,C296110,Female,57,Clothing,30,Cash,11/10/2021,Metropol AVM,1,0,0,0,0,0,0,0
I224689,C185439,Female,32,Clothing,30,Debit Card,15/09/2021,Kanyon,1,0,1,0,0,0,0,0
I175593,C150131,Female,48,Toys,25,Cash,23/12/2022,Mall of Istanbul,0,0,0,0,1,1,0,0
I177200,C197871,Female,42,Food & Beverage,20,Debit Card,22/02/2023,Viaport Outlet,0,0,0,0,1,0,0,0
I935961,C753862,Female,24,Food & Beverage,20,Credit Card,16/01/2022,Metropol AVM,0,0,0,0,0,0,0,0
I135566,C306867,Male,68,Clothing,30,Cash,24/02/2023,Metropol AVM,1,0,0,0,0,0,0,0
I241446,C214743,Male,67,Toys,25,Cash,1/1/2023,Kanyon,0,0,0,0,0,1,0,0
I285705,C953085,Male,31,Technology,50,Cash,13/09/2021,Mall of Istanbul,0,0,0,0,0,0,0,1
I312730,C277415,Male,60,Clothing,30,Credit Card,7/1/2022,Istinye Park,1,0,0,0,0,0,0,0
I106687,C335983,Male,20,Clothing,30,Cash,5/1/2023,Metrocity,1,0,0,0,0,0,0,0
I294120,C145250,Female,34,Cosmetics,35,Cash,6/3/2022,Metrocity,0,0,0,1,0,0,0,0
I193677,C763024,Female,45,Shoes,60,Debit Card,10/9/2021,Metropol AVM,0,1,0,0,0,0,0,0
I206495,C309927,Male,30,Shoes,60,Credit Card,12/1/2023,Kanyon,0,1,0,0,0,0,0,0
I320477,C303958,Male,37,Clothing,30,Credit Card,7/1/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I295357,C209077,Female,26,Cosmetics,35,Credit Card,26/09/2022,Emaar Square Mall,0,0,0,1,0,0,0,0
I571169,C280789,Female,64,Clothing,30,Credit Card,4/6/2021,Mall of Istanbul,1,0,0,0,0,0,0,0
I258534,C922102,Male,44,Technology,50,Credit Card,5/5/2022,Zorlu Center,0,0,0,0,0,0,0,1
I262465,C509914,Male,19,Technology,50,Debit Card,25/05/2022,Istinye Park,0,0,0,0,0,0,0,1
I266757,C308886,Male,60,Souvenir,27,Debit Card,29/11/2022,Kanyon,0,0,0,0,0,0,1,0
I169832,C188914,Female,53,Clothing,30,Credit Card,10/6/2021,Metrocity,1,0,0,0,0,0,0,0
I250728,C179098,Male,30,Cosmetics,35,Cash,24/06/2021,Forum Istanbul,0,0,0,1,0,0,0,0
I200329,C474668,Male,44,Shoes,60,Cash,2/9/2022,Metropol AVM,0,1,0,0,0,0,0,0
I942584,C334317,Male,31,Toys,25,Debit Card,30/08/2021,Mall of Istanbul,0,0,0,0,1,1,0,0
I178338,C326970,Male,57,Food & Beverage,20,Credit Card,4/5/2022,Metropol AVM,0,0,0,0,0,0,0,0
I229929,C299502,Female,37,Clothing,30,Debit Card,17/01/2022,Forum Istanbul,1,0,0,0,0,0,0,0
I288683,C939222,Male,20,Clothing,30,Cash,9/7/2022,Viaport Outlet,1,0,0,0,0,0,0,0
I138961,C217456,Male,23,Souvenir,27,Credit Card,5/8/2021,Kanyon,0,0,0,0,0,0,1,0
I802719,C288044,Female,27,Clothing,30,Cash,25/10/2021,Metropol AVM,1,0,0,0,0,0,0,0
I195394,C328660,Female,51,Cosmetics,35,Credit Card,12/12/2021,Istinye Park,0,0,0,1,0,0,0,0
I170017,C324253,Male,21,Technology,50,Credit Card,9/12/2021,Mall of Istanbul,0,0,0,0,1,0,0,1
I211919,C208623,Female,60,Food & Beverage,20,Cash,15/11/2022,Istinye Park,0,0,0,0,0,0,0,0
I321071,C954551,Male,49,Cosmetics,35,Cash,12/2/2021,Mall of Istanbul,0,0,0,1,0,0,0,0
I297517,C339149,Male,55,Cosmetics,35,Debit Card,27/01/2021,Mall of Istanbul,0,0,0,1,1,0,0,0
